customer_id,age,gender,age_group,region,regional_preferences,demographic_text
CUS00989,60.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00990,46.0,male,45-54,Hải Phòng,northern,"Nhân khẩu học: 46.0 tuổi, male, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00991,60.0,female,55-64,Buôn Ma Thuột,northern,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00992,29.0,female,25-34,Đà Lạt,southern,"Nhân khẩu học: 29.0 tuổi, female, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00993,41.0,female,35-44,Huế,central,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00994,61.0,female,55-64,Cần Thơ,southern,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00995,42.0,female,35-44,Nha Trang,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Nha Trang, sở thích: southern"
CUS00996,23.0,female,18-24,Đà Nẵng,central,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00997,25.0,male,25-34,Nha Trang,central,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Nha Trang, sở thích: central"
CUS00998,40.0,male,35-44,Nha Trang,central,"Nhân khẩu học: 40.0 tuổi, male, nhóm 35-44, khu vực Nha Trang, sở thích: central"
CUS00999,49.0,female,45-54,Vũng Tàu,southern,"Nhân khẩu học: 49.0 tuổi, female, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS01000,61.0,male,55-64,Vũng Tàu,southern,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực Vũng Tàu, sở thích: southern"
CUS01001,37.0,male,35-44,Nha Trang,all_regions,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Nha Trang, sở thích: all_regions"
CUS01002,48.0,male,45-54,Hải Phòng,northern,"Nhân khẩu học: 48.0 tuổi, male, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS01003,59.0,female,55-64,Nha Trang,all_regions,"Nhân khẩu học: 59.0 tuổi, female, nhóm 55-64, khu vực Nha Trang, sở thích: all_regions"
CUS01004,52.0,female,45-54,Đà Nẵng,central,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS01005,59.0,male,55-64,Hạ Long,northern,"Nhân khẩu học: 59.0 tuổi, male, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS01006,42.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS01007,23.0,male,18-24,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS01008,61.0,female,55-64,Cần Thơ,southern,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS01009,50.0,female,45-54,Vũng Tàu,southern,"Nhân khẩu học: 50.0 tuổi, female, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS01010,58.0,male,55-64,Huế,central,"Nhân khẩu học: 58.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS01011,45.0,male,45-54,Hạ Long,northern,"Nhân khẩu học: 45.0 tuổi, male, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS01012,18.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS01013,22.0,male,18-24,Vũng Tàu,southern,"Nhân khẩu học: 22.0 tuổi, male, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS01014,39.0,female,35-44,Nha Trang,northern,"Nhân khẩu học: 39.0 tuổi, female, nhóm 35-44, khu vực Nha Trang, sở thích: northern"
CUS01015,60.0,female,55-64,TP.HCM,southern,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS01016,19.0,male,18-24,Nha Trang,all_regions,"Nhân khẩu học: 19.0 tuổi, male, nhóm 18-24, khu vực Nha Trang, sở thích: all_regions"
CUS01017,66.0,male,65+,Cần Thơ,southern,"Nhân khẩu học: 66.0 tuổi, male, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS01018,20.0,male,18-24,Hải Phòng,northern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS01019,30.0,female,25-34,Hà Nội,northern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS01020,56.0,male,55-64,Vũng Tàu,southern,"Nhân khẩu học: 56.0 tuổi, male, nhóm 55-64, khu vực Vũng Tàu, sở thích: southern"
CUS01021,75.0,male,65+,Hải Phòng,northern,"Nhân khẩu học: 75.0 tuổi, male, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS01022,53.0,female,45-54,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 53.0 tuổi, female, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS01023,20.0,male,18-24,Hải Phòng,northern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS01024,51.0,female,45-54,Đà Nẵng,central,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS01025,45.0,female,45-54,Cần Thơ,southern,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Cần Thơ, sở thích: southern"
CUS01026,52.0,female,45-54,Hà Nội,northern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS01027,20.0,male,18-24,Buôn Ma Thuột,northern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: northern"
CUS01028,71.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS01029,34.0,female,25-34,Nha Trang,southern,"Nhân khẩu học: 34.0 tuổi, female, nhóm 25-34, khu vực Nha Trang, sở thích: southern"
CUS01030,25.0,male,25-34,Nha Trang,central,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Nha Trang, sở thích: central"
CUS01031,31.0,female,25-34,Cần Thơ,southern,"Nhân khẩu học: 31.0 tuổi, female, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS01032,49.0,female,45-54,Hạ Long,northern,"Nhân khẩu học: 49.0 tuổi, female, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS01033,49.0,female,45-54,Cần Thơ,southern,"Nhân khẩu học: 49.0 tuổi, female, nhóm 45-54, khu vực Cần Thơ, sở thích: southern"
CUS01034,68.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS01035,18.0,male,18-24,Huế,central,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Huế, sở thích: central"
CUS01036,20.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS01037,42.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS01038,59.0,female,55-64,Đà Nẵng,central,"Nhân khẩu học: 59.0 tuổi, female, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS01039,74.0,female,65+,Hà Nội,northern,"Nhân khẩu học: 74.0 tuổi, female, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS01040,33.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 33.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS01041,51.0,female,45-54,TP.HCM,southern,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực TP.HCM, sở thích: southern"
CUS01042,20.0,male,18-24,Hà Nội,northern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Hà Nội, sở thích: northern"
CUS01043,19.0,male,18-24,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 19.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS01044,33.0,male,25-34,Huế,central,"Nhân khẩu học: 33.0 tuổi, male, nhóm 25-34, khu vực Huế, sở thích: central"
CUS01045,21.0,female,18-24,Nha Trang,central,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Nha Trang, sở thích: central"
CUS01046,27.0,male,25-34,Vũng Tàu,southern,"Nhân khẩu học: 27.0 tuổi, male, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS01047,36.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 36.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS01048,18.0,female,18-24,TP.HCM,southern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS01049,64.0,female,55-64,Hạ Long,northern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS01050,33.0,female,25-34,Nha Trang,southern,"Nhân khẩu học: 33.0 tuổi, female, nhóm 25-34, khu vực Nha Trang, sở thích: southern"
CUS01051,18.0,male,18-24,Nha Trang,central,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Nha Trang, sở thích: central"
CUS01052,22.0,male,18-24,Vũng Tàu,southern,"Nhân khẩu học: 22.0 tuổi, male, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS01053,23.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS01054,66.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 66.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS01055,34.0,male,25-34,Buôn Ma Thuột,northern,"Nhân khẩu học: 34.0 tuổi, male, nhóm 25-34, khu vực Buôn Ma Thuột, sở thích: northern"
CUS01056,38.0,female,35-44,Huế,central,"Nhân khẩu học: 38.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS01057,48.0,female,45-54,Đà Nẵng,central,"Nhân khẩu học: 48.0 tuổi, female, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS01058,32.0,female,25-34,Cần Thơ,southern,"Nhân khẩu học: 32.0 tuổi, female, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS01059,56.0,female,55-64,Hải Phòng,northern,"Nhân khẩu học: 56.0 tuổi, female, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS01060,33.0,male,25-34,Hà Nội,northern,"Nhân khẩu học: 33.0 tuổi, male, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS01061,58.0,male,55-64,Huế,central,"Nhân khẩu học: 58.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS01062,24.0,female,18-24,Hà Nội,northern,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực Hà Nội, sở thích: northern"
CUS01063,58.0,male,55-64,Đà Lạt,southern,"Nhân khẩu học: 58.0 tuổi, male, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS01064,18.0,male,18-24,TP.HCM,southern,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS01065,54.0,female,45-54,TP.HCM,southern,"Nhân khẩu học: 54.0 tuổi, female, nhóm 45-54, khu vực TP.HCM, sở thích: southern"
CUS01066,76.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 76.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS01067,33.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 33.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS01068,27.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 27.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS01069,48.0,female,45-54,Vũng Tàu,southern,"Nhân khẩu học: 48.0 tuổi, female, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS01070,66.0,female,65+,TP.HCM,southern,"Nhân khẩu học: 66.0 tuổi, female, nhóm 65+, khu vực TP.HCM, sở thích: southern"
CUS01071,23.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS01072,32.0,female,25-34,Đà Lạt,southern,"Nhân khẩu học: 32.0 tuổi, female, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS01073,60.0,male,55-64,Đà Nẵng,central,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS01074,29.0,male,25-34,Huế,central,"Nhân khẩu học: 29.0 tuổi, male, nhóm 25-34, khu vực Huế, sở thích: central"
CUS01075,71.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS01076,20.0,male,18-24,TP.HCM,southern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS01077,75.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 75.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS01078,20.0,male,18-24,Buôn Ma Thuột,central,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: central"
CUS01079,76.0,male,65+,Nha Trang,all_regions,"Nhân khẩu học: 76.0 tuổi, male, nhóm 65+, khu vực Nha Trang, sở thích: all_regions"
CUS01080,20.0,female,18-24,Buôn Ma Thuột,central,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: central"
CUS01081,60.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS01082,26.0,male,25-34,Hạ Long,northern,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS01083,26.0,female,25-34,Hà Nội,northern,"Nhân khẩu học: 26.0 tuổi, female, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS01084,24.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS01085,25.0,female,25-34,Hạ Long,northern,"Nhân khẩu học: 25.0 tuổi, female, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS01086,42.0,male,35-44,Đà Lạt,southern,"Nhân khẩu học: 42.0 tuổi, male, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS01087,40.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 40.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS01088,30.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS01089,73.0,female,65+,TP.HCM,southern,"Nhân khẩu học: 73.0 tuổi, female, nhóm 65+, khu vực TP.HCM, sở thích: southern"
CUS01090,70.0,male,65+,TP.HCM,southern,"Nhân khẩu học: 70.0 tuổi, male, nhóm 65+, khu vực TP.HCM, sở thích: southern"
CUS01091,36.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 36.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS01092,53.0,male,45-54,Hà Nội,northern,"Nhân khẩu học: 53.0 tuổi, male, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS01093,42.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS01094,27.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 27.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS01095,78.0,female,65+,Buôn Ma Thuột,southern,"Nhân khẩu học: 78.0 tuổi, female, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: southern"
CUS01096,27.0,male,25-34,Nha Trang,central,"Nhân khẩu học: 27.0 tuổi, male, nhóm 25-34, khu vực Nha Trang, sở thích: central"
CUS01097,42.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS01098,56.0,female,55-64,Đà Lạt,southern,"Nhân khẩu học: 56.0 tuổi, female, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS01099,24.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS01100,37.0,male,35-44,Hà Nội,northern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS01101,28.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS01102,18.0,male,18-24,Cần Thơ,southern,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS01103,49.0,female,45-54,Hạ Long,northern,"Nhân khẩu học: 49.0 tuổi, female, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS01104,22.0,male,18-24,Đà Lạt,southern,"Nhân khẩu học: 22.0 tuổi, male, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS01105,23.0,male,18-24,Hà Nội,northern,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Hà Nội, sở thích: northern"
CUS01106,50.0,male,45-54,Buôn Ma Thuột,central,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: central"
CUS01107,55.0,female,55-64,Vũng Tàu,southern,"Nhân khẩu học: 55.0 tuổi, female, nhóm 55-64, khu vực Vũng Tàu, sở thích: southern"
CUS01108,38.0,male,35-44,Hà Nội,northern,"Nhân khẩu học: 38.0 tuổi, male, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS01109,25.0,male,25-34,Buôn Ma Thuột,central,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Buôn Ma Thuột, sở thích: central"
CUS01110,40.0,male,35-44,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 40.0 tuổi, male, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS01111,24.0,male,18-24,Hải Phòng,northern,"Nhân khẩu học: 24.0 tuổi, male, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS01112,37.0,male,35-44,TP.HCM,southern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực TP.HCM, sở thích: southern"
CUS01113,25.0,female,25-34,Hà Nội,northern,"Nhân khẩu học: 25.0 tuổi, female, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS01114,60.0,female,55-64,Buôn Ma Thuột,northern,"Nhân khẩu học: 60.0 tuổi, female, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: northern"
CUS01115,33.0,female,25-34,Hạ Long,northern,"Nhân khẩu học: 33.0 tuổi, female, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS01116,34.0,male,25-34,Hải Phòng,northern,"Nhân khẩu học: 34.0 tuổi, male, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS01117,35.0,female,35-44,Cần Thơ,southern,"Nhân khẩu học: 35.0 tuổi, female, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS01118,25.0,female,25-34,Nha Trang,all_regions,"Nhân khẩu học: 25.0 tuổi, female, nhóm 25-34, khu vực Nha Trang, sở thích: all_regions"
CUS01119,19.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 19.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS01120,55.0,male,55-64,Cần Thơ,southern,"Nhân khẩu học: 55.0 tuổi, male, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS01121,44.0,female,35-44,Nha Trang,northern,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Nha Trang, sở thích: northern"
CUS01122,49.0,male,45-54,Đà Lạt,southern,"Nhân khẩu học: 49.0 tuổi, male, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS01123,53.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 53.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS01124,21.0,male,18-24,Cần Thơ,southern,"Nhân khẩu học: 21.0 tuổi, male, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS01125,79.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 79.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS01126,58.0,female,55-64,Hạ Long,northern,"Nhân khẩu học: 58.0 tuổi, female, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS01127,49.0,female,45-54,Cần Thơ,southern,"Nhân khẩu học: 49.0 tuổi, female, nhóm 45-54, khu vực Cần Thơ, sở thích: southern"
CUS01128,71.0,female,65+,Buôn Ma Thuột,northern,"Nhân khẩu học: 71.0 tuổi, female, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: northern"
CUS01129,52.0,female,45-54,Huế,central,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Huế, sở thích: central"
CUS01130,24.0,male,18-24,Nha Trang,central,"Nhân khẩu học: 24.0 tuổi, male, nhóm 18-24, khu vực Nha Trang, sở thích: central"
CUS01131,34.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 34.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS01132,20.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS01133,50.0,male,45-54,Huế,central,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Huế, sở thích: central"
CUS01134,28.0,male,25-34,Cần Thơ,southern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS01135,23.0,male,18-24,Huế,central,"Nhân khẩu học: 23.0 tuổi, male, nhóm 18-24, khu vực Huế, sở thích: central"
CUS01136,27.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 27.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS01137,45.0,female,45-54,Đà Nẵng,central,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS01138,28.0,female,25-34,Hạ Long,northern,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS01139,25.0,male,25-34,Hà Nội,northern,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS01140,64.0,female,55-64,Đà Nẵng,central,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS01141,64.0,female,55-64,Đà Lạt,southern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS01142,35.0,female,35-44,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 35.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS01143,68.0,male,65+,Hà Nội,northern,"Nhân khẩu học: 68.0 tuổi, male, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS01144,80.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 80.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS01145,21.0,male,18-24,Buôn Ma Thuột,northern,"Nhân khẩu học: 21.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: northern"
CUS01146,48.0,male,45-54,Đà Nẵng,central,"Nhân khẩu học: 48.0 tuổi, male, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS01147,42.0,male,35-44,Đà Lạt,southern,"Nhân khẩu học: 42.0 tuổi, male, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS01148,74.0,male,65+,Huế,central,"Nhân khẩu học: 74.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS01149,43.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS01150,59.0,male,55-64,Đà Lạt,southern,"Nhân khẩu học: 59.0 tuổi, male, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS01151,61.0,male,55-64,Huế,central,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS01152,56.0,female,55-64,TP.HCM,southern,"Nhân khẩu học: 56.0 tuổi, female, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS01153,49.0,male,45-54,Hạ Long,northern,"Nhân khẩu học: 49.0 tuổi, male, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS01154,31.0,male,25-34,Cần Thơ,southern,"Nhân khẩu học: 31.0 tuổi, male, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS01155,76.0,female,65+,Đà Nẵng,central,"Nhân khẩu học: 76.0 tuổi, female, nhóm 65+, khu vực Đà Nẵng, sở thích: central"
CUS01156,29.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 29.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS01157,77.0,male,65+,Đà Lạt,southern,"Nhân khẩu học: 77.0 tuổi, male, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS01158,52.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS01159,21.0,female,18-24,Huế,central,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Huế, sở thích: central"
CUS01160,39.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS01161,58.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 58.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS01162,28.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS01163,61.0,female,55-64,Huế,central,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Huế, sở thích: central"
CUS01164,69.0,male,65+,Nha Trang,southern,"Nhân khẩu học: 69.0 tuổi, male, nhóm 65+, khu vực Nha Trang, sở thích: southern"
